Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,All New Zealand Businesses,Counts,119300,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,Maori Small to Medium Enterprises,Counts,1450,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,All New Zealand Businesses,Counts,2600,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,Maori Small to Medium Enterprises,Counts,35,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,All New Zealand Businesses,Counts,61400,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,Maori Small to Medium Enterprises,Counts,190,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",All New Zealand Businesses,Counts,100800,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Professional, scientific, and technical services",Maori Small to Medium Enterprises,Counts,690,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,All New Zealand Businesses,Counts,7500,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Public administration and safety,Maori Small to Medium Enterprises,Counts,85,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",All New Zealand Businesses,Counts,24200,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",Maori Small to Medium Enterprises,Counts,220,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Rental, hiring, and real estate services",Maori Tourism,Counts,370,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Retail trade,All New Zealand Businesses,Counts,100900,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Retail trade,Maori Small to Medium Enterprises,Counts,300,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Total,All New Zealand Businesses,Counts,1140800,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Total,Maori Small to Medium Enterprises,Counts,10000,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Total,Maori Tourism,Counts,11800,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",All New Zealand Businesses,Counts,39600,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",Maori Small to Medium Enterprises,Counts,410,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Transport, postal, and warehousing",Maori Tourism,Counts,2350,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Wholesale trade,All New Zealand Businesses,Counts,72000,2017,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Wholesale trade,Maori Small to Medium Enterprises,Counts,370,2017,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,All New Zealand Businesses,Counts,131200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,Maori Small to Medium Enterprises,Counts,600,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Accommodation and food services,Maori Tourism,Counts,1750,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,All New Zealand Businesses,Counts,43200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,Maori Small to Medium Enterprises,Counts,520,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Administrative and support services,Maori Tourism,Counts,4800,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Agriculture, forestry, and fishing",All New Zealand Businesses,Counts,99100,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Agriculture, forestry, and fishing",Maori Small to Medium Enterprises,Counts,1150,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,All other industies,Maori Tourism,Counts,1200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,All New Zealand Businesses,Counts,24300,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,Maori Small to Medium Enterprises,Counts,700,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Arts and recreational services,Maori Tourism,Counts,1400,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Construction,All New Zealand Businesses,Counts,131700,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Construction,Maori Small to Medium Enterprises,Counts,1050,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Education and training,All New Zealand Businesses,Counts,97700,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Education and training,Maori Small to Medium Enterprises,Counts,470,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Electricity, gas, water, and waste services",All New Zealand Businesses,Counts,4300,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,"Electricity, gas, water, and waste services",Maori Small to Medium Enterprises,Counts,50,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Financial and insurance services,All New Zealand Businesses,Counts,13800,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Financial and insurance services,Maori Small to Medium Enterprises,Counts,95,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Health care and social assistance,All New Zealand Businesses,Counts,77200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Health care and social assistance,Maori Small to Medium Enterprises,Counts,1200,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Information media and telecommunications,All New Zealand Businesses,Counts,9200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Information media and telecommunications,Maori Small to Medium Enterprises,Counts,170,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,All New Zealand Businesses,Counts,120600,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Manufacturing,Maori Small to Medium Enterprises,Counts,1550,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,All New Zealand Businesses,Counts,2600,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Mining,Maori Small to Medium Enterprises,Counts,30,2018,1 and 3 and 2
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,All New Zealand Businesses,Counts,63200,2018,1 and 3
Table 4,Count of employees – Maori small to medium enterprises and Maori tourism,By Industry division,Other services,Maori Small to Medium Enterprises,Counts,190,2018,1 and 3 and 2
